item_id,item_name,item_amount,currency_id,currency_amount
45092,"Dire Banded Helm of Scavenging",-2,,
1546,"Berserker's Privateer Boots of Grenth",-1,,
83499,"Elonian Standard",-1,,
26372,"Rampager's Iron Dagger of Grawl Slaying",-1,,
28558,"Rampager's Soft Wood Longbow of Perception",-1,,
27305,"Rampager's Soft Wood Focus of Force",-1,,
519,"Rampager's Conjurer Chest of Infiltration",-1,,
26979,"Cleric's Iron Pistol of Chilling",-1,,
1826,"Berserker's Banded Helm of Infiltration",-1,,
27470,"Rampager's Soft Wood Torch of Grawl Slaying",-1,,
26366,"Cleric's Iron Dagger of Agony",-1,,
27911,"Rampager's Iron Hammer of Ogre Slaying",-1,,
23172,"Rampager's Amulet",-3,,
2002,"Shaman's Rogue Gloves of Hoelbrak",-1,,
28389,"Berserker's Steam Speargun of Agony",-1,,
27775,"Cleric's Soft Wood Staff of Force",-1,,
45110,"Dire Conjurer Mask of the Flock",-1,,
1619,"Shaman's Banded Gauntlets of the Eagle",-2,,
27291,"Cleric's Soft Wood Focus of Water",-1,,
27924,"Berserker's Iron Hammer of Energy",-1,,
45093,"Dire Banded Helm of Grenth",-2,,
25923,"Berserker's Iron Axe of Smoldering",-1,,
26989,"Rampager's Iron Pistol of Peril",-2,,
2685,"Cleric's Conjurer Pants of the Traveler",-1,,
26845,"Cleric's Iron Shield of Air",-1,,
26684,"Cleric's Soft Wood Scepter of Force",-2,,
27467,"Berserker's Soft Wood Torch of Water",-2,,
45135,"Dire Rogue Pauldrons of Infiltration",-2,,
28094,"Berserker's Soft Wood Short Bow of Energy",-1,,
1834,"Carrion Banded Helm of the Traveler",-1,,
27588,"Berserker's Iron Greatsword of Hobbling",-1,,
45129,"Dire Marauder Mask of the Afflicted",-1,,
2670,"Berserker's Conjurer Pants of the Afflicted",-1,,
27610,"Berserker's Iron Greatsword of Air",-1,,
27923,"Berserker's Iron Hammer of Battle",-1,,
505,"Carrion Conjurer Chest of Lyssa",-1,,
27159,"Cleric's Soft Wood Warhorn of Blood",-1,,
27152,"Berserker's Soft Wood Warhorn of Agony",-1,,
28716,"Cleric's Black Earth Trident of Bloodlust",-1,,
45125,"Dire Rogue Gloves of Balthazar",-1,,
26664,"Cleric's Soft Wood Scepter of Force",-1,,
45105,"Dire Conjurer Chest of Rata Sum",-1,,
727,"Rampager's Banded Greaves of Balthazar",-1,,
1627,"Cleric's Privateer Boots of the Pack",-1,,
26649,"Berserker's Soft Wood Scepter of Perception",-1,,
26832,"Cleric's Iron Shield of Water",-1,,
2530,"Cleric's Conjurer Mask of Divinity",-2,,
27462,"Cleric's Soft Wood Torch of Peril",-1,,
2686,"Cleric's Conjurer Pants of Balthazar",-1,,
28725,"Rampager's Black Earth Trident of Earth",-1,,
1614,"Rampager's Banded Gauntlets of the Traveler",-1,,
45122,"Dire Rogue Coat of the Lich",-1,,
2088,"Berserker's Banded Legs of Lyssa",-1,,
27780,"Berserker's Soft Wood Staff of Restoration",-1,,
27304,"Rampager's Soft Wood Focus of Hobbling",-1,,
84329,"Elonian Pocketbow",-1,,
27917,"Cleric's Iron Hammer of Restoration",-1,,
28538,"Rampager's Soft Wood Longbow of Serpent Slaying",-1,,
27131,"Berserker's Soft Wood Warhorn of the Geomancer",-1,,
27783,"Rampager's Soft Wood Staff of Bloodlust",-1,,
45083,"Dire Banded Greaves of the Citadel",-1,,
1307,"Cleric's Banded Coat of Strength",-1,,
45119,"Dire Privateer Boots of the Centaur",-1,,
761,"Cleric's Banded Greaves of the Pack",-1,,
1301,"Shaman's Banded Coat of Melandru",-1,,
1624,"Cleric's Privateer Boots of the Pack",-1,,
26818,"Berserker's Iron Shield of Ogre Slaying",-1,,
28703,"Berserker's Black Earth Trident of Ice",-2,,
45108,"Dire Conjurer Gloves of the Grove",-1,,
2835,"Cleric's Conjurer Mantle of the Lich",-1,,
19721,"Glob of Ectoplasm",209,,
89103,"Charm of Brilliance",2,,
89216,"Charm of Skill",1,,
89182,"Symbol of Pain",2,,
89141,"Symbol of Enhancement",2,,
89098,"Symbol of Control",1,,
