item_id,item_name,item_amount,currency_id,currency_amount
2358,"Shaman's Banded Pauldrons of Dwayna",-1,,
2367,"Carrion Conjurer Gloves of the Lich",-3,,
2004,"Cleric's Rogue Gloves of the Eagle",-1,,
1829,"Shaman's Rogue Coat of the Grove",-1,,
2115,"Cleric's Banded Legs of Hoelbrak",-2,,
983,"Rampager's Conjurer Shoes of Dwayna",-1,,
84726,"Elonian Firelight",-1,,
28097,"Rampager's Soft Wood Short Bow of Debility",-1,,
2377,"Shaman's Conjurer Gloves of the Eagle",-1,,
27937,"Cleric's Iron Hammer of Ice",-1,,
26370,"Berserker's Iron Dagger of Bloodlust",-1,,
26676,"Rampager's Soft Wood Scepter of Life",-1,,
28098,"Rampager's Soft Wood Short Bow of Earth",-1,,
27293,"Cleric's Soft Wood Focus of Bloodlust",-1,,
28101,"Cleric's Soft Wood Short Bow of Leeching",-1,,
28550,"Berserker's Soft Wood Longbow of Fire",-1,,
1295,"Rampager's Banded Coat of Lyssa",-1,,
26361,"Rampager's Iron Dagger of Bloodlust",-1,,
1626,"Cleric's Banded Gauntlets of Mercy",-1,,
27285,"Rampager's Soft Wood Focus of Venom",-1,,
27309,"Cleric's Soft Wood Focus of Debility",-1,,
28409,"Berserker's Steam Speargun of Grawl Slaying",-1,,
26657,"Rampager's Soft Wood Scepter of Fire",-2,,
27454,"Rampager's Soft Wood Torch of Restoration",-1,,
2523,"Rampager's Conjurer Mask of Dwayna",-1,,
1303,"Shaman's Banded Coat of Lyssa",-1,,
26972,"Rampager's Iron Pistol of Bloodlust",-2,,
1596,"Shaman's Rogue Pants of Rage",-1,,
518,"Rampager's Conjurer Chest of Lyssa",-1,,
45116,"Dire Conjurer Mantle of Infiltration",-1,,
972,"Carrion Conjurer Shoes of the Traveler",-1,,
26995,"Cleric's Iron Pistol of Perception",-1,,
28237,"Berserker's Iron Rifle of Venom",-1,,
1846,"Shaman's Banded Helm of the Grove",-1,,
83380,"Elonian Sidearm",-2,,
2379,"Cleric's Conjurer Gloves of Rage",-1,,
84766,"Elonian Recurve",-1,,
27605,"Cleric's Iron Greatsword of Venom",-1,,
1280,"Berserker's Banded Coat of Grenth",-1,,
999,"Cleric's Conjurer Shoes of the Centaur",-1,,
27622,"Cleric's Iron Greatsword of Debility",-1,,
26125,"Berserker's Iron Mace of Force",-1,,
985,"Rampager's Conjurer Shoes of Grenth",-1,,
698,"Carrion Banded Greaves of the Flame Legion",-1,,
84030,"Elonian Horn",-1,,
27768,"Rampager's Soft Wood Staff of Corruption",-2,,
26963,"Berserker's Iron Pistol of Earth",-1,,
27603,"Cleric's Iron Greatsword of Perception",-1,,
1309,"Cleric's Banded Coat of Rage",-1,,
2675,"Carrion Conjurer Pants of Divinity",-1,,
26991,"Rampager's Iron Pistol of the Geomancer",-1,,
1606,"Cleric's Rogue Pants of the Centaur",-1,,
28091,"Cleric's Soft Wood Short Bow of Grawl Slaying",-1,,
28249,"Cleric's Iron Rifle of Perception",-1,,
82395,"Elonian Matchlock",-1,,
2376,"Shaman's Conjurer Gloves of Mercy",-1,,
26665,"Cleric's Soft Wood Scepter of Serpent Slaying",-1,,
27460,"Cleric's Soft Wood Torch of the Hydromancer",-1,,
